Id,Label,timeset,type,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
294727,294727,,House hold Appliances,1,2,0.666667,0.75,0
294732,294732,,House hold Appliances,2,2,0.75,0.833333,0.5
294743,294743,,House hold Appliances,1,1,1,1,0
294750,294750,,House hold Appliances,1,2,0.666667,0.75,0
294757,294757,,House hold Appliances,1,1,1,1,0
294764,294764,,House hold Appliances,1,8,0.213592,0.27289,0
294798,294798,,House hold Appliances,3,6,0.37931,0.540909,32
294803,294803,,House hold Appliances,1,1,1,1,0
294826,294826,,House hold Appliances,1,8,0.19469,0.247186,0
294847,294847,,House hold Appliances,3,2,0.714286,0.8,6.5
294857,294857,,House hold Appliances,2,3,0.555556,0.666667,1.5
294858,294858,,House hold Appliances,2,2,0.75,0.833333,2
294859,294859,,House hold Appliances,1,2,0.666667,0.75,0
294902,294902,,House hold Appliances,1,2,0.666667,0.75,0
294914,294914,,House hold Appliances,2,4,0.421053,0.53125,12
294921,294921,,House hold Appliances,2,2,0.75,0.833333,2
294922,294922,,House hold Appliances,1,5,0.285714,0.34881,0
294934,294934,,House hold Appliances,2,2,0.666667,0.75,1
294954,294954,,House hold Appliances,1,2,0.666667,0.75,0
294970,294970,,House hold Appliances,2,4,0.454545,0.616667,0.5
294975,294975,,House hold Appliances,3,2,0.636364,0.714286,0.5
295007,295007,,House hold Appliances,7,1,1,1,11
515195,515195,,House hold Appliances,3,2,0.636364,0.714286,0.5
530409,530409,,House hold Appliances,2,2,0.583333,0.642857,0
294976,294976,,House hold Appliances,3,7,0.295455,0.44304,0.5
294981,294981,,House hold Appliances,4,6,0.382353,0.547436,30.5
316241,316241,,House hold Appliances,2,7,0.288889,0.404579,0
527967,527967,,House hold Appliances,2,7,0.288889,0.404579,0
294978,294978,,House hold Appliances,3,2,0.8,0.875,1.5
294979,294979,,House hold Appliances,1,2,0.571429,0.625,0
294982,294982,,House hold Appliances,1,4,0.333333,0.416667,0
294992,294992,,House hold Appliances,1,2,0.666667,0.75,0
295000,295000,,House hold Appliances,1,4,0.368421,0.452381,0
324451,324451,,House hold Appliances,3,3,0.538462,0.666667,15
295001,295001,,House hold Appliances,2,4,0.466667,0.583333,10
295003,295003,,House hold Appliances,2,4,0.466667,0.583333,10
295005,295005,,House hold Appliances,1,2,0.666667,0.75,0
295008,295008,,House hold Appliances,5,2,0.777778,0.857143,3
321413,321413,,House hold Appliances,2,2,0.583333,0.642857,0
338066,338066,,House hold Appliances,2,2,0.583333,0.642857,0
295044,295044,,House hold Appliances,1,4,0.375,0.458333,0
295073,295073,,House hold Appliances,1,2,0.666667,0.75,0
295078,295078,,House hold Appliances,2,1,1,1,1
531586,531586,,House hold Appliances,1,2,0.666667,0.75,0
295080,295080,,House hold Appliances,3,4,0.5,0.680556,9
327491,327491,,House hold Appliances,1,5,0.352941,0.463889,0
428443,428443,,House hold Appliances,1,5,0.352941,0.463889,0
295082,295082,,House hold Appliances,1,1,1,1,0
467898,467898,,House hold Appliances,1,1,1,1,0
295083,295083,,House hold Appliances,3,1,1,1,3
347639,347639,,House hold Appliances,1,2,0.6,0.666667,0
450787,450787,,House hold Appliances,1,2,0.6,0.666667,0
531572,531572,,House hold Appliances,1,2,0.6,0.666667,0
295084,295084,,House hold Appliances,2,1,1,1,1
523136,523136,,House hold Appliances,1,2,0.666667,0.75,0
473350,473350,,House hold Appliances,1,2,0.555556,0.6,0
478626,478626,,House hold Appliances,1,2,0.555556,0.6,0
503785,503785,,House hold Appliances,1,2,0.555556,0.6,0
295089,295089,,House hold Appliances,2,1,1,1,1
355031,355031,,House hold Appliances,1,2,0.666667,0.75,0
394293,394293,,House hold Appliances,1,2,0.666667,0.75,0
295101,295101,,House hold Appliances,1,1,1,1,0
480799,480799,,House hold Appliances,1,1,1,1,0
295103,295103,,House hold Appliances,1,1,1,1,0
338873,338873,,House hold Appliances,1,1,1,1,0
295107,295107,,House hold Appliances,2,1,1,1,1
360266,360266,,House hold Appliances,1,2,0.666667,0.75,0
366239,366239,,House hold Appliances,1,2,0.666667,0.75,0
295111,295111,,House hold Appliances,4,1,1,1,6
321007,321007,,House hold Appliances,1,2,0.571429,0.625,0
473995,473995,,House hold Appliances,1,2,0.571429,0.625,0
490451,490451,,House hold Appliances,1,2,0.571429,0.625,0
506445,506445,,House hold Appliances,1,2,0.571429,0.625,0
295114,295114,,House hold Appliances,1,1,1,1,0
539040,539040,,House hold Appliances,1,1,1,1,0
295115,295115,,House hold Appliances,3,1,1,1,3
319423,319423,,House hold Appliances,1,2,0.6,0.666667,0
367843,367843,,House hold Appliances,1,2,0.6,0.666667,0
520767,520767,,House hold Appliances,1,2,0.6,0.666667,0
295116,295116,,House hold Appliances,2,1,1,1,1
302460,302460,,House hold Appliances,1,2,0.666667,0.75,0
355599,355599,,House hold Appliances,1,2,0.666667,0.75,0
295118,295118,,House hold Appliances,4,1,1,1,6
354111,354111,,House hold Appliances,1,2,0.571429,0.625,0
434715,434715,,House hold Appliances,1,2,0.571429,0.625,0
461141,461141,,House hold Appliances,1,2,0.571429,0.625,0
486332,486332,,House hold Appliances,1,2,0.571429,0.625,0
295119,295119,,House hold Appliances,1,1,1,1,0
491207,491207,,House hold Appliances,1,1,1,1,0
295120,295120,,House hold Appliances,3,1,1,1,3
354996,354996,,House hold Appliances,1,2,0.6,0.666667,0
363860,363860,,House hold Appliances,1,2,0.6,0.666667,0
385322,385322,,House hold Appliances,1,2,0.6,0.666667,0
295122,295122,,House hold Appliances,4,1,1,1,6
406595,406595,,House hold Appliances,1,2,0.571429,0.625,0
414626,414626,,House hold Appliances,1,2,0.571429,0.625,0
454550,454550,,House hold Appliances,1,2,0.571429,0.625,0
478519,478519,,House hold Appliances,1,2,0.571429,0.625,0
295123,295123,,House hold Appliances,1,1,1,1,0
531454,531454,,House hold Appliances,1,1,1,1,0
295126,295126,,House hold Appliances,6,1,1,1,15
341784,341784,,House hold Appliances,1,2,0.545455,0.583333,0
349369,349369,,House hold Appliances,1,2,0.545455,0.583333,0
377334,377334,,House hold Appliances,1,2,0.545455,0.583333,0
401338,401338,,House hold Appliances,1,2,0.545455,0.583333,0
425231,425231,,House hold Appliances,1,2,0.545455,0.583333,0
458446,458446,,House hold Appliances,1,2,0.545455,0.583333,0
